evidence,date,event,names,rounds,results
STRONG,2018-12-08,King of the Bluegrass,Wesley Walls vs Henry Marchal,champ. round 1 | cons. semis,Fall 3:44 | Fall 2:20
STRONG,2019-02-09,KHSAA Region 4,Jon-Michael Gaudin vs Brayden Cundiff,quarterfinals | 3rd place match,Dec 2-1 | Dec 5-0
STRONG,2018-12-15,Bobby Bates Wrestling Classic 2018,-1 vs Ethan Wolford,champ. round 1 | cons. round 4,Fall 0:25 | Fall 0:54
STRONG,2019-02-09,KHSAA Region 8,Brandon Pruitt vs Ethan Wolford,quarterfinals | 3rd place match,Fall 4:22 | Fall 4:56
STRONG,2019-02-02,Mustang Classic - North Oldham,CeJay Vaske vs Mikael Blevins,champ. round 1 | champ. round 2,Fall 0:48 | Fall 0:54
STRONG,2019-02-09,KHSAA Region 6,CeJay Vaske vs Hunter Sproles,quarterfinals | 3rd place match,Dec 4-2 | Dec 1-0
STRONG,2019-01-19,Capital City Classic,Timothy King vs Isaac Coleman,cons. round 1 | champ. round 2,Fall 2:12 | Fall 0:00
STRONG,2018-12-29,Woodford County Invitational,Jabin Hite vs Sheridan Willoughby,quarterfinals | 5th place match,Dec 7-3 | Dec 7-5
STRONG,2019-02-09,KHSAA Region 8,Skyeler Tallent vs Bubba Jackson,quarterfinals | 5th place match,Fall 0:56 | Fall 2:53
STRONG,2018-12-29,Valley Main Event,Brock Phipps vs J`Quaye Effinger,cons. round 2 | champ. round 2,Fall 1:20 | Fall 0:00
STRONG,2018-12-08,King of the Bluegrass,Tucker Wells vs Charles Cooper,champ. round 1 | cons. semis,Fall 3:28 | Fall 2:53
STRONG,2018-12-29,Valley Main Event,James Nash vs Zeke Hatfield,None | semifinals,Fall 1:03 | Fall 1:04
STRONG,2018-12-08,King of the Bluegrass,Sean Lohden vs Jerry Simpson,quarterfinals | 3rd place match,Fall 2:29 | Fall 1:00
STRONG,2018-12-08,King of the Bluegrass,Patrick Netherton vs jose ventura,champ. round 1 | cons. semis,Fall 0:28 | Fall 1:15
STRONG,2019-02-09,KHSAA Region 1,John Paredes vs Cameron Sabbs,quarterfinals | 5th place match,Dec 10-6 | Dec 9-7
STRONG,2018-12-22,Toyota of Hopkinsville Christian County Invitational,Seth Slayton vs 5538536132,None | None,Dec 6-2 | Dec 7-1
STRONG,2019-02-09,KHSAA Region 1,Hunter Vlach vs Nick Waters,quarterfinals | 3rd place match,Dec 12-5 | Dec 7-3
STRONG,2018-12-01,Coyote Classic WI@7am,5387932132 vs Luke Cullop,quarterfinals | 3rd place match,Fall 0:19 | Fall 0:38
STRONG,2019-01-21,Rossview JV/G Tournament,5480952132 vs Luke Cullop,round 1 | 3rd place match,Fall 0:39 | Fall 0:24
STRONG,2018-12-01,Bulldog Battle For The Bone,-1 vs Nate Schneider,round 1 | 1st place match,Dec 4-2 | Dec 4-0
STRONG,2018-12-08,Sycamore JV Tournament,5482302132 vs Orien Stacey,None | None,Fall 1:53 | Fall 2:25
STRONG,2018-12-29,Southern Hills Community Bank Invitational,5217482132 vs Orien Stacey,None | 3rd place match,Fall 1:09 | Fall 0:33
STRONG,2018-12-29,Southern Hills Community Bank Invitational,Orien Stacey vs Matthew Rohling,None | None,Fall 0:58 | Fall 1:00
STRONG,2019-02-09,KHSAA Region 6,Noah Stanley vs Orien Stacey,quarterfinals | 5th place match,Fall 0:42 | Fall 3:07
STRONG,2019-02-09,KHSAA Region 6,Austin Shafer vs Owen Stacey,quarterfinals | 5th place match,Dec 8-5 | Dec 4-2
STRONG,2018-12-29,Southern Hills Community Bank Invitational,Kyle Richmond vs Mannie Murrer,None | None,Fall 1:22 | Fall 1:40
STRONG,2019-02-09,KHSAA Region 6,Kyle Richmond vs Alexes Rodriguez,None | cons. round 2,Fall 3:23 | Fall 2:23
STRONG,2018-12-01,Bulldog Battle For The Bone,-1 vs Dustin Jones,round 1 | round 5,Fall 4:51 | Fall 0:45
STRONG,2019-02-09,KHSAA Region 6,Hayden Snyder vs Preston Agee,None | cons. round 2,Fall 0:45 | Fall 0:25
STRONG,2018-12-08,2018 Ryle Raider Rumble,Brandon Gibson vs Thomas Ketchen-Carter,None | None,Fall 3:54 | Fall 3:56
STRONG,2019-01-19,Western Brown / Hammer and Anvil,Ron Shackelford vs 5488618132,None | 1st place match,Dec 8-1 | Dec 4-3
STRONG,2019-02-09,KHSAA Region 6,Hunter Arthur vs Michael Manning,quarterfinals | 3rd place match,Fall 1:50 | Fall 2:46
STRONG,2018-12-29,Valley Main Event,Justin Krebs vs Lee Florezile,quarterfinals | 3rd place match,Fall 0:33 | Fall 3:35
STRONG,2019-01-05,Louisville City Wrestling Championships,Brysen Little vs Cameron Isaacs,quarterfinals | 5th place match,Fall 3:44 | Fall 4:04
STRONG,2018-12-29,Valley Main Event,Andrew Pottle vs Will Marshall,None | quarterfinals,Fall 0:47 | Fall 0:46
STRONG,2018-12-15,Lafayett 5 star,LUCAS SAUNIER vs Mason Polston,champ. round 2 | 5th place match,Fall 0:00 | Fall 0:00
STRONG,2019-02-09,KHSAA Region 2,Edwin Chilton vs Cole Wilson,quarterfinals | 3rd place match,Fall 2:35 | Fall 3:22
STRONG,2018-12-08,King of the Bluegrass,Caleb Jarvis vs JaRi Campbell,quarterfinals | 3rd place match,Fall 3:38 | Fall 3:44
STRONG,2018-12-15,Cape Central Tiger Classic,Nathan Hale vs 5205446132,quarterfinals | 3rd place match,TF 15-0 2:31 | TF 16-1 2:44
STRONG,2019-02-09,KHSAA Region 1,Oscar (J.T.) Adams vs Zeke Hatfield,quarterfinals | 3rd place match,TF 15-0 4:37 | TF 16-0 3:45
STRONG,2018-12-15,Cape Central Tiger Classic,Percy Anderson vs 5205540132,round 1 | cons. semis,Dec 4-2 | Dec 1-0
STRONG,2018-12-01,Harpeth Invitational,Markus Green vs 5223727132,quarterfinals | 3rd place match,Fall 5:50 | Fall 3:44
STRONG,2019-01-19,2019 Michael J. Herchenrader Jr. Memorial Tournament,Cooper Elliston vs Joseph Box,None | 3rd place match,Fall 3:46 | Fall 2:00
STRONG,2019-01-26,Celina Invitational,5167169132 vs Cooper Elliston,None | 1st place match,MD 14-6 | MD 16-6
STRONG,2019-02-09,KHSAA Region 6,Lucas Hughes vs Kyler Jones,cons. round 1 | cons. round 2,Fall 2:28 | Fall 3:30
STRONG,2019-01-26,Ft. Knox Invitational,Alex Chism-Hopper vs Caleb Bowling,cons. round 3 | None,Fall 4:28 | Fall 5:28
STRONG,2019-02-09,KHSAA Region 6,Alex Chism-Hopper vs Jared Kelsay,semifinals | semifinals,Fall 4:58 | Fall 4:56
STRONG,2019-02-09,KHSAA Region 6,Colton Maines vs Alex Chism-Hopper,cons. semis | cons. semis,Fall 4:36 | Fall 3:36
STRONG,2019-02-09,KHSAA Region 6,Ian Daugherty vs Nate Ponder,cons. round 2 | cons. round 3,Fall 2:41 | Fall 2:49
STRONG,2019-02-09,KHSAA Region 6,Noah Murdock vs Matthew Manning,5th place match | 5th place match,Fall 1:23 | Fall 1:13
STRONG,2019-02-09,KHSAA Region 6,Dominic Rulli vs Trevor Addison,quarterfinals | 5th place match | quarterfinals,Fall 3:36 | Fall 3:45 | Fall 2:40
STRONG,2019-02-09,KHSAA Region 6,Dominic Rulli vs Ian Hughes,semifinals | semifinals,Fall 3:23 | Fall 1:23
STRONG,2018-12-29,McClain,5195387132 vs Joey Hunt,None | round 3,Fall 5:03 | Fall 5:04
STRONG,2018-12-29,McClain,5195392132 vs Alexes Rodriguez,None | round 3,Fall 2:35 | Fall 2:28
STRONG,2018-12-29,McClain,5241927132 vs Matthew Manning,None | None,Fall 1:00 | Fall 1:58
STRONG,2019-01-05,Bob Kearns MIT,5384647132 vs Matthew Manning,None | None,Fall 2:34 | Fall 5:18
STRONG,2019-02-02,2019 Kentucky JV State Championships,Justin Wiehe vs Drew Butcher,champ. round 1 | round 1,Fall 0:15 | Fall 0:00
STRONG,2018-12-29,McClain,Michael Manning vs 7012554132,None | None,Fall 1:11 | Fall 3:29
STRONG,2019-02-16,KHSAA State Championships,Trevor Vilums vs Morgan Sallee,champ. round 2 | 7th place match,Dec 7-5 | Dec 5-3
STRONG,2019-02-09,KHSAA Region 2,Joseph Geralds vs Rance Chapman,quarterfinals | 5th place match,Fall 3:57 | Fall 4:47
STRONG,2018-12-13,vs. Henderson County,Skyler Walker vs Bradley Smith,None | None,SV-1 7-6 | SV-1 8-6
STRONG,2018-12-29,Valley Main Event,Field Johnson vs Gunnar Arnold,None | semifinals,Fall 3:54 | Fall 3:52
STRONG,2018-12-08,King of the Bluegrass,Nic Rudolph vs Caige Clark,None | 3rd place match,Fall 0:37 | Fall 0:38
STRONG,2018-12-29,Valley Main Event,Nic Rudolph vs Caige Clark,None | quarterfinals,TF 18-3 0:04 | TF 18-3 3:30
STRONG,2018-11-20,vs. Fern Creek,Jalen Polin vs Jayden Grays,None | None,MD 11-2 | MD 10-2
STRONG,2018-12-29,Valley Main Event,Carter Riley vs Klemmer Nicodemus,None | 3rd place match,Fall 0:54 | Fall 0:53
STRONG,2018-12-29,Valley Main Event,Dejuan Watkins vs Andrew Pottle,None | semifinals,Fall 4:57 | Fall 4:58
STRONG,2019-02-16,KHSAA State Championships,Dejuan Watkins vs Tucker Shelton,quarterfinals | 3rd place match,Dec 3-1 | Dec 7-4
STRONG,2018-12-15,Washington Court House Pool Tournament,Wes Wynn vs 5307324132,round 1 | round 1,Fall 0:53 | Fall 3:53
STRONG,2018-12-22,Fern Creek Gladiator,John Mejia vs Bryce Zumwalt,None | round 3,Fall 1:05 | Fall 2:56
STRONG,2019-01-05,Louisville City Wrestling Championships,Trevor McWilliams vs Agali Radjapov,None | quarterfinals,Fall 2:07 | Fall 1:48
STRONG,2019-02-09,KHSAA Region 3,Trevor McWilliams vs Jacob Gravatte,quarterfinals | 3rd place match,Fall 0:20 | Fall 0:32
STRONG,2018-12-22,Fern Creek Gladiator,Tanner Coyle vs Marcos Cardenas,None | round 3,Fall 3:01 | Fall 2:35
STRONG,2019-01-05,Louisville City Wrestling Championships,Allen Anderson vs Emmett Russell,semifinals | None,Fall 2:51 | Fall 3:49
STRONG,2018-12-22,Fern Creek Gladiator,Connor Ridenour vs Nathen Wright,None | round 2,Fall 3:41 | Fall 3:11
STRONG,2018-12-22,Fern Creek Gladiator,Marcos Cardenas vs Jacob Mann,None | round 2,Fall 0:27 | Fall 0:24
STRONG,2019-01-05,Louisville City Wrestling Championships,Jonathan Velez vs Jacob Mann,quarterfinals | None,Fall 4:58 | Fall 5:33
STRONG,2019-02-02,2019 Kentucky JV State Championships,Bradley Smith vs Jacob Mann,champ. round 1 | cons. semis,Fall 3:27 | Fall 1:26
STRONG,2019-02-09,KHSAA Region 7,Tony Gerling vs Conner Sexton,quarterfinals | 3rd place match,Fall 0:00 | Fall 0:00
STRONG,2018-12-29,Battle in the Burg,Steven Watson vs Gary Adams,round 2 | 5th place match,Fall 0:00 | Fall 0:00
STRONG,2019-01-05,Louisville City Wrestling Championships,Caleb Jarvis vs Malachia Harris,None | quarterfinals,Fall 3:58 | Fall 3:27
STRONG,2018-12-22,Madison Southern Ladies Classic,Lilly Kinsel vs Tabitha Caudill,champ. round 1 | 1st place match,Fall 0:43 | Fall 1:59
STRONG,2019-01-05,Louisville City Wrestling Championships,Nathen Wright vs Jerry Simpson,1st place match | None,Dec 7-4 | Dec 9-4
STRONG,2018-12-22,Fern Creek Gladiator,Jeremiah Harlan vs Tyler Norton,None | round 1,Fall 0:32 | Fall 0:31
STRONG,2018-12-22,Fern Creek Gladiator,Ramon Perez vs Gabriel Hooper,None | round 1,Fall 3:41 | Fall 2:45
STRONG,2018-12-21,vs. Fern Creek,Kameron McInerney vs Julyn Milar,None | None,Fall 1:02 | Fall 0:13
STRONG,2018-12-22,Fern Creek Gladiator,Kameron McInerney vs Julyn Milar,None | round 2,Fall 1:02 | Fall 0:56
STRONG,2018-12-21,vs. Fern Creek,Justin Johnson vs Harrison Pham,None | None,Fall 0:52 | Fall 0:35
STRONG,2018-12-22,Fern Creek Gladiator,Charlie McKune vs Harrison Pham,None | round 2,Fall 0:23 | Fall 0:20
WEAK,2018-12-22,Fern Creek Gladiator,Donald Josue vs Joel Hatchett,None | round 3,TF 21-3 0:00 | TF 18-3 3:12
STRONG,2018-11-20,vs. Fern Creek,Gabe Jacobs vs Keagan Hoffman,None | None,Fall 5:54 | Fall 5:37
STRONG,2018-11-20,vs. Fern Creek,Damien Calderon vs Trevon Warren,None | None,Fall 1:38 | Fall 1:39
STRONG,2018-12-21,vs. Fern Creek,Tristin Coughran vs Trevon Warren,None | None,Fall 1:15 | Fall 1:16
STRONG,2018-11-20,vs. Fern Creek,Jackson Deckard vs Arthur Yah,None | None,Fall 6:32 | Fall 5:21
STRONG,2018-11-20,vs. Fern Creek,Caleb Bergquist vs CJ Adegbuyi,None | None,Fall 1:04 | Fall 1:00
STRONG,2018-12-21,vs. Moore,Alex Martin vs Ramon Perez,None | None,Fall 1:07 | Fall 0:57
STRONG,2018-12-22,Fern Creek Gladiator,Rudy Rojas vs Alex Martin,None | None,Dec 8-5 | Dec 9-4
STRONG,2018-12-22,Fern Creek Gladiator,Marcos Cardenas vs Gvaughn Webb,None | round 1,Fall 1:44 | Fall 1:32
STRONG,2018-12-21,vs. Fern Creek,Rudy Rojas vs Jeremy Nichols,None | None,Fall 4:31 | Fall 3:40
STRONG,2018-12-22,Fern Creek Gladiator,Jeremy Nichols vs Bubba Jackson,None | 5th place match,Fall 1:27 | Fall 1:36
STRONG,2018-12-27,Ft. Campbell JV,5365358132 vs Katie Guevara-Maldonado,champ. round 1 | cons. round 1,Dec 7-2 | Dec 4-3
STRONG,2019-02-09,KHSAA Region 5,Carson Deckard vs John Lowe,quarterfinals | 3rd place match,Dec 5-0 | Dec 5-0
STRONG,2019-02-09,KHSAA Region 5,Jordan Jones vs Nathaniel Lawrence,champ. round 2 | quarterfinals,Fall 0:38 | Fall 0:58
STRONG,2019-02-02,Lexington City Tournament,Israel Tshiunza vs Braden Ferguson,champ. round 1 | cons. semis,Dec 7-5 | Dec 4-0
STRONG,2019-02-02,Mustang Classic - North Oldham,Noah Toomey vs Mikael Blevins,cons. round 3 | cons. round 3,Fall 0:53 | Fall 1:08
STRONG,2019-02-09,KHSAA Region 5,Noah Toomey vs Luke Oliveros,champ. round 2 | quarterfinals,Fall 0:41 | Fall 1:19
STRONG,2019-02-09,KHSAA Region 5,Isaac Thornton vs Trent Brown,champ. round 2 | quarterfinals,Fall 1:34 | Fall 0:26
STRONG,2019-02-09,KHSAA Region 5,LUCAS SAUNIER vs Isaac Thornton,semifinals | semifinals,Fall 1:39 | Fall 2:21
STRONG,2019-02-02,Mustang Classic - North Oldham,Anthony Webster vs Parcus Lammers,cons. quarters | cons. round 3,Fall 2:52 | Fall 4:00
STRONG,2019-02-09,KHSAA Region 5,Anthony Webster vs Justin Krebs,champ. round 2 | quarterfinals,Fall 0:45 | Fall 1:14
STRONG,2019-02-09,KHSAA Region 5,Jordan Jones vs Nathan Webb,cons. round 2 | cons. round 2,Fall 1:47 | Fall 1:18
STRONG,2019-02-09,KHSAA Region 5,Jordan Jones vs Marshall Royce,cons. round 3 | cons. round 3,Fall 1:45 | Fall 1:46
STRONG,2019-02-09,KHSAA Region 5,Bryce Martin vs Xavier Martindale,cons. semis | cons. semis,Fall 0:52 | Fall 0:50
STRONG,2019-02-09,KHSAA Region 5,Dylan Crowell vs Luke Hill,champ. round 2 | quarterfinals,Fall 0:25 | Fall 1:33
STRONG,2019-02-09,KHSAA Region 5,Dylan Crowell vs CLAY COBULUIS,cons. round 2 | cons. round 1,Fall 0:47 | Fall 1:47
STRONG,2019-02-09,KHSAA Region 5,Brayden Henson vs Cameron Purvis,champ. round 2 | quarterfinals,Fall 0:52 | Fall 1:08
STRONG,2019-02-09,KHSAA Region 5,Brayden Henson vs Xander Boak,cons. round 3 | cons. round 3,Fall 1:47 | Fall 1:20
STRONG,2019-02-09,KHSAA Region 5,Brayden Henson vs Jeremiah Shulze,cons. semis | cons. semis,Fall 2:35 | Fall 2:22
STRONG,2018-12-22,Fern Creek Gladiator,Aydn Funkhouser vs Mikael Blevins,None | cons. round 1,Fall 2:35 | Fall 2:28
STRONG,2018-12-22,Fern Creek Gladiator,Michael Reese vs Aydn Funkhouser,None | round 3,Fall 1:21 | Fall 2:39
STRONG,2018-12-28,Madison Southern JV Tournament,Zach Culler vs Aydn Funkhouser,champ. round 1 | 3rd place match,Fall 0:00 | Fall 0:00
STRONG,2018-12-22,Fern Creek Gladiator,Mason Davis vs Yahir Menchach,None | round 3,Fall 0:22 | Fall 1:18
STRONG,2018-12-22,Fern Creek Gladiator,Paul Perry vs Mason Hedges,None | round 1,Fall 0:30 | Fall 0:29
STRONG,2018-12-22,Fern Creek Gladiator,5204926132 vs Scott Hein,None | None,Fall 1:56 | Fall 2:54
STRONG,2018-12-22,Fern Creek Gladiator,Scott Hein vs Parcus Lammers,None | 5th place match,Fall 4:22 | Fall 3:27
STRONG,2018-12-22,Fern Creek Gladiator,Scott Hein vs Tyler Caple,round 1 | None,Fall 0:35 | Fall 1:35
STRONG,2018-12-22,Fern Creek Gladiator,Alex Hall vs Landon Baker,None | round 3,Fall 1:39 | Fall 1:32
STRONG,2018-12-22,Fern Creek Gladiator,Agali Radjapov vs Landon Baker,None | round 1,Fall 1:22 | Fall 0:38
STRONG,2018-12-08,Derby City Classic,Scotty Vilums vs Alex Beam,None | None,Fall 1:16 | Fall 0:44
STRONG,2018-12-22,Fern Creek Gladiator,Brent Hudgins vs Antonio Jackson,round 3 | None,Fall 3:12 | Fall 2:54
STRONG,2019-02-16,KHSAA State Championships,Brent Hudgins vs Landon Lenhart,champ. round 1 | cons. round 5,Dec 7-2 | Dec 4-0
STRONG,2018-12-29,Woodford County Invitational,David Wallace vs Tyler Hudgins,None | None,Fall 3:41 | Fall 4:22
STRONG,2019-02-09,KHSAA Region 8,Jacobie White vs Samuel Kelly,quarterfinals | 3rd place match,Fall 5:15 | Fall 2:21
STRONG,2018-12-22,Fern Creek Gladiator,Justin Haskins vs Chase Blanton,None | quarterfinals,Fall 2:12 | Fall 4:37
STRONG,2018-12-29,Woodford County Invitational,Dj Bernabe vs Chase Blanton,None | semifinals,MD 9-0 | MD 9-1
STRONG,2019-02-16,KHSAA State Championships,Mason Hall vs Chase Blanton,champ. round 2 | cons. semis,Dec 5-3 | Dec 3-1
STRONG,2018-12-22,Fern Creek Gladiator,Keith Monsour vs Larry Ritchie,None | round 1,Fall 4:23 | Fall 4:24
STRONG,2018-12-29,Woodford County Invitational,Cameron Brown vs Larry Ritchie,None | champ. round 1,Dec 10-5 | Dec 11-5
STRONG,2018-12-22,Fern Creek Gladiator,Bubba Jackson vs Mason Lesane,cons. round 2 | None,Fall 3:46 | Fall 5:00
STRONG,2018-12-22,Fern Creek Gladiator,Nikolas Thornton vs Dane True,None | round 2,Fall 0:45 | Fall 0:46
STRONG,2018-12-27,Fort Campbell Invitational,Seth Goben vs 5242574132,quarterfinals | cons. semis,Fall 1:05 | Fall 0:40
STRONG,2018-12-08,King of the Bluegrass,July Soe vs Cullen Elliot,None | quarterfinals,Fall 1:05 | Fall 0:47
STRONG,2019-02-16,KHSAA State Championships,Agali Radjapov vs Rickey Garcia,champ. round 2 | 7th place match,Dec 5-3 | Dec 2-0
STRONG,2019-02-09,KHSAA Region 2,Matthew Mills vs Jybari Springs,quarterfinals | 5th place match,Fall 1:34 | Fall 1:36
STRONG,2018-12-29,Agie Skeens,dalton lawson vs Xavier Rogers,champ. round 3 | semifinals,Dec 6-1 | Dec 1-0
STRONG,2018-12-29,Agie Skeens,5152593132 vs jayden webb,champ. round 2 | cons. round 6,Dec 2-1 | Dec 5-3
STRONG,2018-12-15,Bobby Bates Wrestling Classic 2018,Ronnie (Blue) Fletcher vs Dakota Startcher,quarterfinals | 3rd place match,Dec 11-4 | Dec 10-3
STRONG,2019-02-16,KHSAA State Championships,Joe Jackson vs Elijah McCune,quarterfinals | 5th place match,Dec 8-6 | Dec 2-1
STRONG,2018-12-29,Woodford County Invitational,Gabe Fortier vs 5139326132,champ. round 2 | cons. semis,Dec 9-6 | Dec 11-6
STRONG,2019-02-01,City Tournament,-1 vs Luke Chapman,None | None,Fall 0:53 | Fall 1:07
STRONG,2019-02-02,Lexington City Tournament,-1 vs Luke Chapman,None | None,Fall 0:53 | Fall 1:07
STRONG,2019-02-16,KHSAA State Championships,Luke Chapman vs Matthew Meyer,champ. round 2 | cons. semis,Dec 3-2 | Dec 4-2
STRONG,2019-02-02,Lexington City Tournament,-1 vs Henry Lynn,None | None,Fall 3:22 | Fall 1:58
STRONG,2019-01-05,vs. Simon Kenton,Isaac Fain vs Trevor Frietsch,None | None,Fall 1:13 | Fall 1:48
STRONG,2019-02-02,Lexington City Tournament,-1 vs Isaac Fain,None | None,Fall 2:46 | Fall 0:11
STRONG,2019-01-19,Dragon Invitational,Jack Raymond vs Zachary Schultz,None | None,Fall 0:33 | Fall 2:34
STRONG,2019-01-19,Dragon Invitational,Jordan Wells vs Jack Raymond,3rd place match | None,Fall 0:48 | Fall 4:47
STRONG,2019-02-02,Lexington City Tournament,-1 vs Jack Raymond,None | None,Fall 0:54 | Fall 0:57
STRONG,2019-01-05,vs. Lafayette,Eric Johnson vs Christian Potter,None | None,Fall 3:54 | Fall 3:53
STRONG,2019-02-02,Lexington City Tournament,-1 vs Justin Chavez,None | None,Fall 1:57 | Fall 3:51
STRONG,2019-01-26,Ft. Knox Invitational,Jacobie Robertson vs Azariah Saunier,champ. round 2 | cons. semis,Dec 8-1 | Dec 8-6
STRONG,2019-01-26,Ft. Knox Invitational,Zander Jenkins vs Caleb Bowling,cons. round 4 | None,Fall 0:27 | Fall 1:27
